x-axis,1,3
second,Volt,Volt
-302.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-301.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-301.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-300.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-300.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-299.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-299.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-298.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-298.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-297.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-297.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-296.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-296.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-295.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-295.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-294.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-294.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-293.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-293.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-292.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-292.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-291.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-291.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-290.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-290.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-289.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-289.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-288.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-288.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-287.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-287.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-286.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-286.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-285.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-285.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-284.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-284.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-283.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-283.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-282.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-282.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-281.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-281.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-280.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-280.0000E-06,+9.5834375024E+00,+9.9316406250E+00
-279.5000E-06,+9.5834375024E+00,+9.9316406250E+00
-279.0000E-06,+9.5834375024E+00,+9.9414062500E+00
-278.5000E-06,+9.5834375024E+00,+9.9316406250E+00
