x-axis,1,3
second,Volt,Volt
-500.000E-09,-377.499997616E-03,-4.937500000000E+00
-499.000E-09,-533.749997616E-03,-4.812500000000E+00
-498.000E-09,-221.249997616E-03,-4.812500000000E+00
-497.000E-09,-64.999997616E-03,-4.625000000000E+00
-496.000E-09,+91.250002384E-03,-4.687500000000E+00
-495.000E-09,+91.250002384E-03,-4.562500000000E+00
-494.000E-09,+91.250002384E-03,-4.500000000000E+00
-493.000E-09,+403.750002384E-03,-4.437500000000E+00
-492.000E-09,+560.000002384E-03,-4.312500000000E+00
-491.000E-09,+560.000002384E-03,-4.250000000000E+00
-490.000E-09,+872.500002384E-03,-4.125000000000E+00
-489.000E-09,+1.028750002384E+00,-4.125000000000E+00
-488.000E-09,+1.185000002384E+00,-4.062500000000E+00
-487.000E-09,+1.185000002384E+00,-3.937500000000E+00
-486.000E-09,+1.341250002384E+00,-3.875000000000E+00
-485.000E-09,+1.497500002384E+00,-3.875000000000E+00
-484.000E-09,+1.653750002384E+00,-3.812500000000E+00
-483.000E-09,+1.653750002384E+00,-3.687500000000E+00
-482.000E-09,+1.966250002384E+00,-3.625000000000E+00
-481.000E-09,+2.122500002384E+00,-3.437500000000E+00
-480.000E-09,+2.122500002384E+00,-3.312500000000E+00
-479.000E-09,+2.278750002384E+00,-3.312500000000E+00
-478.000E-09,+2.435000002384E+00,-3.250000000000E+00
-477.000E-09,+2.435000002384E+00,-3.187500000000E+00
-476.000E-09,+2.435000002384E+00,-3.125000000000E+00
-475.000E-09,+2.591250002384E+00,-3.000000000000E+00
-474.000E-09,+2.747500002384E+00,-2.937500000000E+00
-473.000E-09,+2.903750002384E+00,-2.812500000000E+00
-472.000E-09,+3.060000002384E+00,-2.750000000000E+00
-471.000E-09,+3.216250002384E+00,-2.687500000000E+00
-470.000E-09,+3.372500002384E+00,-2.625000000000E+00
-469.000E-09,+3.528750002384E+00,-2.500000000000E+00
-468.000E-09,+3.685000002384E+00,-2.312500000000E+00
-467.000E-09,+3.685000002384E+00,-2.312500000000E+00
-466.000E-09,+3.841250002384E+00,-2.250000000000E+00
-465.000E-09,+3.841250002384E+00,-2.125000000000E+00
-464.000E-09,+3.997500002384E+00,-2.125000000000E+00
-463.000E-09,+4.153750002384E+00,-1.937500000000E+00
-462.000E-09,+4.153750002384E+00,-1.937500000000E+00
-461.000E-09,+4.310000002384E+00,-1.812500000000E+00
-460.000E-09,+4.466250002384E+00,-1.750000000000E+00
-459.000E-09,+4.778750002384E+00,-1.562500000000E+00
-458.000E-09,+4.935000002384E+00,-1.437500000000E+00
-457.000E-09,+5.091250002384E+00,-1.437500000000E+00
-456.000E-09,+5.091250002384E+00,-1.250000000000E+00
-455.000E-09,+5.091250002384E+00,-1.250000000000E+00
-454.000E-09,+5.091250002384E+00,-1.187500000000E+00
-453.000E-09,+5.247500002384E+00,-1.125000000000E+00
-452.000E-09,+5.403750002384E+00,-1.000000000000E+00
-451.000E-09,+5.560000002384E+00,-875.000000000E-03
